image_path,reference_caption,generated_caption
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2385757.jpg,the dog is looking up with its eyes squinted. the dog is brown and black. the dog has a red collar around its neck. the dog is sitting in a pile of rocks.,"a dog is laying on the ground with a pair of shoes in front of it on the ground, and a shoe in front of it on the ground is a pile of rocks and rocks on the ground there is a dog wearing a red collar and a red collar on his neck and a red collar on his neck and a red collar on his neck and a red collar on his neck and a red collar on his neck and a red collar on his neck and a red collar on his neck and a"
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2404547.jpg,some cars are proceeding through traffic in an intersection. the cars going away from the camera don ' t have a stop light or anything. there are some cars going towards the west.,a silver car is parked on the street in front of a tall pole on a sunny day with a yellow traffic light hanging from it ' s pole on the pole above it and a man in a black suit is walking across the street on the sidewalk in front of the car on the right of the pole is a red car on the left side of the street and a white car on the right side of the street on the left side of the street on the left side of the street is a row
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2316275.jpg,the office has two monitors. the monitors have a picture of a baby on it. the keyboard is under the screens. there is also a black mouse. there is no office chair. there are a lot of pictures on the wall.,a desk is empty of people and has two monitors on it and a keyboard on it and a mouse on the desk in front of them on the desk is a picture of a baby on the monitor and a picture of a baby on the monitor in the monitor of the monitor and a cell phone in front of the monitor and a computer mouse on the desk in front of the monitor is a black computer mouse pad and a black mouse pad on the desk in front of the monitor is a black computer mouse
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2351166.jpg,"a small water fowl is perched upon a small stone. a babbling brook runs through here. dead and live brush mix to create a peaceful, wooden scene. the bird holds its wings up and cranes its next. in the left side of the image, a stone slab juts out from the brush. the water ripples at the edge of the stony brook.","a bird is standing on a rock in a river that is surrounded by tall grass and weeds on the shore of a river in a park of green grass and brown rocks on the shore of the river, and a large gray bird with a long neck and long legs is standing on the rocks in the water, looking at the camera and the water is rushing down the rocks and the bird is looking at the camera and the bird is looking at the camera and the bird is looking at the water with its"
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2409078.jpg,a man is riding a bike. the bike is riding on grey gravel road. the man is riding toward a short gate. the gate is yellow and has a stop sign on it. the man is wearing a white long sleeve shirt. he is wearing black shorts. parked on the outside of the fence is a red suv. across from the rider is a covered picnic area. under there covered area are several picnic tables. the man is riding toward the gated sign.,a man is riding a bike on a dirt road in a park on a sunny day in a garage area with a stop sign on the gate in the background on the right side of the road is a red car parked on the left side of the driveway on the left side of the driveway on the left side of the driveway is a large garage with a black garage door and a large garage with a black door on the left side of the garage door on the left side of the garage door is a
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2408734.jpg,there are two cows standing next to each other. one of the cows is white with long horns. the other cow is brown. there is a tall brick building on the side of the cows. there is a paved road underneath the cows. there is a person in a dark colored outfit on the street. there is a person in pink near the cattle.,"two cows are walking down a street in a small town of india, one of the cows is white and the other is brown and the other is a light brown color, and the other cow is a light brown color, and the other cow is a light brown color, and the other cow is a light brown color, and the other cow is a light brown color, and the other cow is a light brown, and the other cow is a light brown, and the other cow is a light"
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2353966.jpg,there are several white birds that are swimming in the water. on the shore behind the water is several trees. there is a brown and white cow standing next to the water.,"there are many white swans in the water of the river on a sunny day, and a brown cow is standing on the bank of the river, and a brown cow is standing on the bank of the river, and a brown cow is standing on the bank of the river, and a brown cow is standing on the bank of the river, and a brown cow is standing on the bank of the river, and a brown cow is standing on the bank of the river, and a brown cow is"
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2322190.jpg,the waiters in the restaurant are talking to the chefs. the chef ' s kitchen looks clean. there are three chefs in the kitchen. there are two waiters waiting for food. there are plates of food on the counter waiting to be given to the people who ordered it. the counter is made of metal. there is a toaster to the right of the counter.,"two men are standing in a kitchen looking at a tablet computer that is sitting on a counter in front of them on a white tiled wall in a restaurant kitchen, while another man is standing behind him looking at a pizza on a plate on the counter in front of him, and another man in a white shirt is standing behind him in the kitchen behind him, and another man in a blue hat is standing behind him in the kitchen behind him, and another man in a white shirt is standing behind him"
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2403361.jpg,a woman jumps up so she can hit a tennis ball. she is holding a tennis racket in her hand. she is wearing a white dress with shorts. she has white sneakers on. her hair is in a ponytail. there is a referee sitting and watching the game. there are people watching the woman play. the wall has logos on it from sponsors. the woman is wearing a sunvisor.,a woman is jumping in the air with a tennis racket in her hand and a tennis ball in her hand in the air in front of her on a tennis court with a blue wall behind her and a man sitting on a chair watching the game of the tennis match on the court in front of them with a crowd of people sitting in the stands watching the game on the side of the court and watching the game on the court with the racket in the air and the ball in the air flying
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2403059.jpg,"a personal sized pizza is seen on a round white plate that is sitting on a white and red checkered tabled cloth. the pizza appears to have vegetables and cheese on it. the edges of the crust are a bit burned and are a bit black. the person sitting at the table has already cut, and eaten a bit of the pizza. the persons hands are partially visible and they are holding a fork and a knife in each one.","a person is holding a fork and a plate of food on a table in a sunny day on a sunny day, with a pink and white checkered tablecloth on the table cloth, as well as a pink and white tablecloth, and a pink and white tablecloth on the table cloth, and a pizza with melted cheese and vegetables on it, with a large amount of melted cheese on top, and a few small chunks of pepper on the crust, and a few olives on top,"
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2365287.jpg,a man is catching a frisbee. he is going in from under his leg. he isn ' t wearing a shirt. his shorts are actually swimming shorts. the frisbee is white in color. the frisbee is in mid air.,a man is standing on a beach with his arms outstretched out and his legs are bent down and his legs are bent down and his shirt is black and his shorts are white and his shorts are blue and his shoes are white and his shoes are black and his shoes are white and his shoes are black and his shoes are white and his shoes are black and his shoes are white and his shoes are black and his shoes are white and his shoes are black and his shoes are black and his feet are black
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2353040.jpg,"two women are in a kitchen. the woman on the left is wearing a red sweater, while the woman on the right is wearing a pink shirt with a gray vest. one of the women is taking food out of the oven. there are pans with food in them on top of the stove. dishes and cooking ingredients sit on the counter top near the stove.","two women are cooking in a kitchen in a home kitchen on a black stove top with a black oven on top of it and a black tray with food inside of it is holding a white cloth in one hand and a white towel in another hand in the other hand, as well as a white towel in a pink shirt and a pink shirt, and a red and white shirt, and a red bowl of food are on the counter in front of the woman in the kitchen, and a white cabinet with"
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2390211.jpg,"one woman wearing blue denim jeans and a black and white polka dot shirt is sitting on a leather covered long bench. her hair is up and she ' s wearing safety glasses. she is watching another woman in black pants and a light blue shirt working with a pole or length of wood. they appear to be inside a workshop, and are cutting and designing something. the wall is metal, and there are black shelves against the walls. there are large sticks resting against the far wall.","two women are sitting on a bench in a room of glass making and glass blowing equipment are on display in the glass blowing studio of glass blowing studio in a building in the background, one of the women is wearing a blue shirt and jeans and the other is wearing a black shirt and jeans with a black belt on her waist and a black belt on her waist, and a black belt on her waist, and a black belt on her waist, and a black belt on her waist, and a black"
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2316544.jpg,this photo takes place outside on a field. a lot of people are standing behind a long fence looking at a small elephant that is walking on the grassy field in front of them. some of the people are touching the elephant. broken down buildings can be seen sitting on the grassy fields. two of the buildings has red covered roofs on them. trees stand in the background of the buildings.,"a group of people are standing behind a fence looking at an elephant in a field of grass and trees on a foggy day in a zoo, a few people are standing on the fence looking at the elephant and watching the elephant, and a man in a tan jacket is standing in the distance looking at the elephant with his head down and his right hand on his hip, and his right hand resting on his hip, and his left hand resting on his hip, his right hand resting on his hip"
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2362536.jpg,"this photo is taken inside of a home. a white thermostat is hanging on a wall above a light switch. a brown door is next to the wall, leading into a bathroom. lights can be seen above a mirror in the bathroom. a textured wall is surrounding the mirror. different items can be seen sitting on the sink counter top. the cabinets under the counter top are dark in color.",a door is open in a bathroom with a white light on the wall above it and a white light on the wall above it and a white light switch on the wall above it on the wall above the door is a picture hanging on the wall above the door is a picture of a bathroom with a white towel dispenser on the wall above the mirror and a white towel dispenser on the wall above the sink on the wall is a white towel dispenser on the wall
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2382141.jpg,there is a white plate on top of a table. there is a pizza on top of the plate. there is a brown crust with lots of vegetables on top of it. there is chopped up onions and parsley. there is a sauce drizzled on top of the vegetables. there are sliced green zucchini on top of the pizza. the table under the plate is brown.,"a pizza is on a white plate on a table in a restaurant or a restaurant or a restaurant kitchen, with a wooden table in the background, as well as a white tablecloth, and a white napkin on the table, with a white napkin underneath it, and a white napkin underneath it, with a black stripe on it, and a white napkin underneath it, with a black stripe on it, and a white napkin underneath it, with a white napkin underneath it, and a white napkin under"
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2394057.jpg,"a bed sits inside a bedroom. the sheets are white, and there are white pillowcases on two pillows at the head of the bed. the comforter on the bed is blue, beige, and red striped. two electric lights are attached to the wall above the white headboard. there are two white nightstands ; one on each side of the bed, and a cell phone sits on top of the covers on the bed. there is an empty plastic sack sitting on the nightstand to",a bed with a striped blanket on it is in a room with a white wall and a lamp on the side of it on the floor in front of it on the wall is a lamp with a round light on it and a black remote control on the side of the bed on the floor in front of the lamp is a white lamp with a round light on top of it and a black plastic bag on the floor in front of the lamp on the floor in front of the bed with a white wall
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2386031.jpg,"a small white long - haired dog is standing on a red brick patio. he is very dirty and his face is wet, he is also biting on or is wearing around his neck a silver circular ring similar to a handcuff ring, that has a few metal small objects dangling from it. the dog is standing next to a dirty and cracked beige flower pot that is taller than the dog. the pot is sitting inside a white wrought iron plant stand.","a small dog is standing on a brick patio near a large pot of dirt and weeds on the ground in front of it, looking at the camera, and a white chair behind it with a white chair behind it and a plant in the background on the ground, and a white chair behind the dog, and a white chair behind the dog, and a white chair with a white chair behind it and a white chair behind the dog and a large pot of dirt on the ground with a green plant in"
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2367715.jpg,this picture is taken inside of a bathroom. a white shower curtain is hanging over a white bath tub. a white rug is sitting on the floor in front of the tub. there is a white toilet sitting sitting against a wall in front of the rug. part of a picture frame is hanging above a toilet. there are white towels sitting on a rack that is hanging on a wall above the sink counter top.,a white toilet is sitting in a bathroom next to a white shower curtain on a wall in a bathroom with a black counter top and a white towel hanging on a rack above it on the wall above a picture hanging on the wall above a white towel rack above a black counter top with a white towel hanging on it above a white towel rack above a black counter top with a white towel hanging on it above a black counter top with a white towel rack hanging on it above a black counter top with a
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2416119.jpg,two snowboarders are sitting down. they each have boards next to them. they are each wearing snowboarding gear. one of theme has a white hat. they are wearing big pants.,"two snowboarders are sitting against a brick wall in front of a brick wall with a black and white checkered pattern on it, one of the two is wearing a green hat and the other is wearing a black and white checkered scarf and a green and white helmet and goggles on their heads, both are sitting on the ground and holding their snowboards in their hands, both are wearing skis and skis on their feet, both are wearing skis and snow pants on their feet"
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2382916.jpg,there is a glass vase sitting on top of a wooden table. there is water in the vase with green leaves. there are flowers that are stuck in the vase. the flowers are colorful and have petals on them. there is a yellow flower next to a pink flower in the vase. there is a window on the wall behind the table.,a vase of flowers is sitting on a table in a room with a white wall behind it and a window behind it with sunlight coming in from the windows on the far wall of the room and a black cat sitting on the far wall behind the flowers in the room of the vase of flowers is reflecting off of the table in the sunlight on the table in front of the flowers is a green plant with green leaves and a few yellow flowers in the vase of the flowers
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2339403.jpg,"the young, asian man and young asian woman are sitting around an rectangular table with a glass top. the woman is sitting at the far end of the table and is sitting in a high - back, wooden chair. the man is sitting to the woman ' s left and is also sitting in a high - back, wooden chair. an empty, wooden chair is to the left of the man. the table holds two dishes, side by side, of fruit, and the dishes of fruit are","a man and woman are sitting at a table in a room on a sunny day, preparing food for a meal in a wicker basket on the table, and a cat is sitting on the table in front of them, and a cat is standing on the table next to them, and looking at the food in the basket that they are sitting on the table in front of them, and a cat tree in the corner of the room behind them, a cat scratching on the table, and a cat"
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2378674.jpg,"a baseball player is walking on a baseball field. he is wearing a blue helmet, gray gloves and a blue and gray uniform. the player is holding a black and brown bat in his hand. another man is standing beside him wearing a black face mask, and an orange and white uniform. people can be seen in the stands behind the two men.","two baseball players are standing on a baseball field on a sunny day, one is wearing a blue and white uniform, the other is wearing a black and white uniform, and the other is wearing a black and white uniform, and a blue helmet, and a black and white glove on his hands, both holding a baseball bat in their hands, both of them are wearing gloves on their hands, and the other hand is holding a baseball bat in their other hand, both of them are wearing gloves on"
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2391059.jpg,a woman in a white shirt is standing next to a statue. the statue is colorful and is of a cake. there is a yellow umbrella behind the woman.,"a woman is standing outside on a sunny day with her arms in the air and her right hand in the air, she is holding a blue plastic cup in her right hand and a blue plastic bag in her left hand as she stands in front of a large cake with a heart on top of it and a flower design on the top of it with a yellow heart on top and a blue ribbon around the bottom of it and a blue bag in the other hand in front of her, a white building"
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2416018.jpg,a decorative clock is hanging off a building. there is a white statue on the top of the clock. the numbers on the clock are black. there is a face statue hanging from the other side of the clock.,"a clock is on a metal pole with a statue on top of it in the sky of a city of paris, france, on a sunny day, with a blue sky behind it and a blue sky above it, with a few clouds in the sky, and a blue sky above it, with a few clouds in the sky, and a blue sky above it, the clock has roman numerals on the face and a black base with a gold trim around the edges and a black base with"
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2381133.jpg,a woman walks down the sidewalk. the woman wears a red dress. the woman wears black leather heels. the woman is carrying a black leather purse. the woman is holding a little package. the woman is standing by a brown door. the day is sunny. the woman has her hair in a ponytail. the woman is looking down. the woman is alone.,a woman is walking on a sidewalk in a red dress with a black purse on her shoulder and a black purse on her shoulder with a black strap on the bottom of it and a black purse on her shoulder with a black strap on the bottom of it and a black purse on the bottom of the shoulder of the dress and a black purse on the bottom of the shoulder of the dress and a black purse on the bottom of the shoulder of the dress and a black purse on the shoulder of the shoulder
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2396122.jpg,there is man sitting at a desk. there is a black keyboard and a mouse with a red ball on top of it. there is a clock on the wall next to the desk. the man is holding a piece of pizza in his hand and is taking a bite out of it. there is a bottle on the desk next to the keyboard. there are many signs hanging on the wall around the clock.,a man is sitting at a table eating a slice of pizza with his left hand and a glass of water in front of him on the keyboard of the laptop on which he is holding is a red ball and a black mouse pad on the keyboard of the laptop on which he is holding is a red and white mouse pad with a black handle and a black handle on the keyboard of the laptop and a black mouse pad with a red ball on it and a black mouse pad with a red ball on the
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2364206.jpg,"a woman is sitting at a table. she is wearing a red jacket. on the table in front of her is a white bowl, a white mug and a glass. there is a black bag on the table in front of her.","a woman is sitting at a table in a park on a sunny day, she is wearing a red jacket and she has a red shirt on and a white shirt with a black zipper on the front of it and a black bag on the back of it on the table in front of her on the table is a white bowl of orange juice and a white mug with a spoon in it and a black bag on the table behind her on the table is a white building with a metal roof and a small"
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2409288.jpg,a person sitting on top of a motorcycle is parked next to a restaurant sign. there is a person standing behind the motorcycle. there is a car parked in a stall behind them.,a car is parked on the street in front of a gas station with a motorcycle parked on the side of it in front of it and a man on the back of it wearing a helmet and a black shirt and black pants is standing in front of the motorcycle with a blue bag on the back of it and a black car behind him with a red helmet on the back of it and a black car behind it with a white canopy on the roof of it and a yellow sign on the top of the
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2396677.jpg,a group of small children is sitting at a long table. it appears to be a class party. the table is covered with green and there are blue paper plates. a slice of pizza is on each plate. there are rainbow napkins. the children are sitting on a purple mat that is on the floor. several adults are sitting or standing nearby and watching. one woman in a green shirt is taking photos.,"a group of children sit on the floor in a room of a school with a purple mat on the floor, and a man in a black jacket and jeans kneels is kneeling on the floor with a child in front of them on the floor, and a woman in a black shirt and jeans kneels with a black jacket on, and a black backpack on her shoulder, and a pair of shoes is on the floor in front of them, and a mirror is reflecting the floor of the room,"
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2356271.jpg,"four people are on a tennis court playing tennis. two of the players are wearing white shirts and black shorts, the other two are wearing white shirts and orange shorts. the court is green and the walls of the court are red.",four men are playing tennis on a tennis court on a sunny day in a stadium with a red wall behind them and a black net in front of them on the court is a white net with white lines on it and a black net in front of it is a black net with white lines on it and a black net with white lines on it and a black net with white lines on it and a black net with white lines on it and a black net with white lines on it and a black net
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2366511.jpg,"people are visiting a zoo. they are dressed in summer clothing, including flip flops, shorts and short sleeves. some trees are bare and others are rich with green leaves. a giraffe is leaning over the fence, eyes closed. behind the giraffe, other giraffe legs and tails are visible. the zoo walkways are littered with yellow leaves.",a group of people are standing around a fence looking at a giraffe in a zoo enclosure on a sunny day
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/982.jpg,there are people walking on the sidewalk. there is a large building next to the sidewalk. there is a black dog walking on the sidewalk. there are flags in front of the dog.,"a group of people are walking down a sidewalk in a city on a sunny day, one of the people is walking a dog, and the other is walking a dog on a leash in front of them, and the dog is walking towards the camera with its mouth open, and it is looking towards the camera, and the sun is shining brightly on the street, and the people are walking on the sidewalk, and the people are walking on the sidewalk, and the people are walking on the sidewalk,"
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2401242.jpg,there are suitcases on a table. the suitcase on top is smaller and brown. there is a darker brown suitcase in the middle. on the bottom of the pile is a large light brown suitcase.,"a brown suitcase is sitting on top of a shelf in a room with white blinds behind it on the wall of the room, a red rose is sitting on top of the suitcase, and a black strap is hanging from the handle of the suitcase on the top of the suitcase on the bottom of the shelf, and a black strap is hanging from the handle of the suitcase on the bottom of the suitcase on the bottom of the suitcase is a white wall behind the suitcase, and a white wall behind the"
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/1159644.jpg,there is a large colorful building next to a street. there are many windows on the front and the side of the building. there are small trees in front of the building with yellow leaves on it. there are many cars parked on the street in front of the building. there is a truck that is purple and has orange flames painted on the side of it.,"a truck with flames painted on it is parked on the side of a street in front of a building on a sunny day in the city of seattle, washington, usa, is a city with a variety of buildings and apartments on the opposite side of the street, and a few cars parked on the street in front of the building on the same side of the same street as the other one on the street in the same direction, and a few cars on the same street in the same direction, are"
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2344467.jpg,"the image shows of two statutes surfing on the water. there are lights under the water that gives a blue green effect. the statues are disfigured and don ' t have faces. the pool is surrounded by stone fences. beyond the fence is a big body of water, and farther down the water are buildings illuminated by lights.","a statue of two men is in the water on a surfboard in a city at night, the man is on a surfboard, and the other man is on a surfboard on a surfboard on a surfboard on a bridge in the background of the image, there are buildings in the distance and the sky is dark blue with a few clouds in the sky above the city, and the sun is shining on the water, and the water is reflecting off of the statue of the man on"
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2375753.jpg,a man is taking a picture of a woman. he is wearing a black leather hat and black leather jacket. his shirt is also black. in one hand is a camera in the other is a coffee cup. the woman is older with short brown hair and is wearing a black jacket.,"a man is standing outside on a sunny day, holding a white and orange cell phone in his hand and looking at another man who is wearing a black suit and a black hat, and holding a white cup of coffee in his hand, and a orange towel in his hand, and a black wallet in his other hand, is standing in front of a building on a sidewalk in front of the man, and another woman is standing in front of the man looking at the man in the mirror and talking"
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2353332.jpg,two big umbrellas are on front of the ocean. many riples can be seen in the body of water. the canopy of umbrellas are color yellow. two wooden chairs are on side of one umbrella. on back of the ocean there is a small hill covered with trees. buildings and homes are in a row on the shore. the sand on the beach is white.,two wooden chairs are on the beach with yellow umbrellas on the beach in the background of the ocean on a cloudy day
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2390439.jpg,this is an image of a road. the road is empty except a motorcycle. the motorcycle is yellow and black. the man has a helmet on. the helmet is white. the man is casting a shadow. the road is gray. there are yellow lines in the road. the lines are double. the grass beside the road is tall. the grass is dry and brown and green.,a motorcycle is parked on the side of the road in a field of grass and grass on the other side of the road is a large grassy field with a white barn on the far side of the road and a large wooden pole with a yellow sign on it on the side of the road on the right of the road is a large grassy field with a large hill in the distance with a large white building on the far side of the road and a large wooden pole with a yellow sign on it that
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2337106.jpg,"this is a bedroom scene taken from the perspective of someone lying in bed. the lower halves of two people can be seen on a pink bed with a flower pattern. one is wearing blue pajamas with white stripes, the other is wearing white pajamas with flowers. the room is dimly lit by two lamps on either side of the room. the walls are white but cluttered with wooden trim, small decorative paintings, windows and doors.",a person is laying on a couch with their feet up on the couch in a room with a lamp on the wall above them and a picture hanging on the wall above the couch with a picture frame on the wall above it and a picture hanging on the wall above the couch with a picture frame on the wall above it and a lamp above the couch with a blue shirt on it and a blue and white striped shirt on it on the couch with a blue and white blanket on it and a blue and
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2362642.jpg,"a blue teddy bear with angel wings, in a room with where the walls are white. the blue bear is sitting on a brown table cloth. in between the bears legs is a crystal snow ball with a white horse inside. the crystal ball is clear, the bear has purple flowers on its mane and the ball sits on a gold foundation. to the right of the bears right foot there ' s a remote control for the television. there ' s a window that ' s covered with white blinds","a blue teddy bear is sitting on a bed with a snow globe in its paws on top of it, and the teddy bear is looking at the camera with a smile on his face and a black nose and nose, and a black nose, and a black nose, and a black nose, and a black nose, and a black nose, and a black nose, and a black nose, and a black nose, and a black nose, and a black nose, and a black nose, and"
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2346985.jpg,"a man on a motorcycle races down a race track. the motorcycle rider is wearing a red, white and blue helmet. there are black tires on the motorcycle. there is a white line around the race track. there is a field of green grass behind the motorcycle rider. there is an orange and white sign behind the motorcycle rider. there is metal scaffolding behind the motorcycle rider.","a man is riding a motorcycle on a track on a sunny day in a race track, with a shadow of the rider on the track, and a shadow of the rider on the track, and a sign in the background that says hhl on it in white and red on the front of the rider, and the number 8 on the back of the bike, and the number 8 on the front of the bike, is the number 11 on the side of the bike, and the number 11 on"
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2374859.jpg,"this picture is taken outside on a sunny day. part of a glass table can be seen in the photo. there is a black camera, sunglasses, a glass dish and a brown cutting board sitting on top of the table. vegetables are cut up on top of the cutting board. a jar is sitting beside the vegetables with a piece of silverware in it. part of two wicker chairs can be seen in front of the table. green leaves and branches can be seen in between the chairs",a wooden cutting board is sitting on a table with a glass of wine on top of it and a bunch of vegetables on it in a bowl on top of it and a pair of sunglasses on the table behind it on a camera and a pair of sunglasses are sitting on the table behind the cutting board on the table in front of the camera and a palm tree in the background of the table with a glass of wine on top of it and a pair of sunglasses on the table in front of the table
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2365521.jpg,"two solitary people are slowly skiing down a snow covered hill, on a sunny day. evergreen trees line the sides of the ski path. the trees also have snow on them. the person in the foreground is wearing a red jacket, although the second person is too far back to see the color f his clothes. the sky has many large white clouds floating above the trees, and the color of the sky itself is a deep blue.","a man is standing on a ski slope on a sunny day with a blue sky above and a few clouds in the sky above it and a few trees in the background of the photo as well as a shadow of a person walking on the snow covered ground in the foreground of the photo, the man is wearing a red jacket and black pants and a black hat with a black cap and a black hat on his head and a black jacket with a black pants and a black hat on his head and"
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2414988.jpg,there are two elephants. the elephants are grey. the elephants are both standing. the elephants shadows are on the ground. the elephants have big ears. the elephants have cracks and lines in there skin. there is a wall that is made out of rock behind the elephants. there is a large log on the ground that is light brown.,"two elephants are standing in a dirt field on a sunny day, one of them has his trunk raised up and his head is raised in the air and his trunk is raised up in the air as he stands next to another elephant that is standing in the dirt, and the other elephant is standing in the dirt, and the other elephant is standing in the dirt, and the other elephant is standing in the dirt, and the other elephant is standing in the dirt, and the dirt is brown and dirt"
/home/juneyonglee/Desktop/leejuyong/dacon-scpc/data/stanford_image_paragraph/archive/stanford_img/content/stanford_images/2360361.jpg,a street has no people on it. there is a large building that has columns on its front and a green dome. there are trees growing on the side of the building and they have green leaves. on the other side of the street from the building the sidewalk has a metal barricade on its edge. there is also a street light that is lit up red for pedestrians. there are traffic signs for bikers and pedestrians.,a street corner is shown with a traffic light and a sign on a pole in the middle of the street that says walk walk on it and a red light is on the pole above the pedestrian crossing sign in the middle of the street in front of a large building with a domed dome on top of it and a steeple on the top of the building in the background of the building is a large green tree with green leaves on it and a red traffic light on the pole above the street in the
